,PC1,PC2,kor,eng
118,-2.2541389969367174,-0.9203499117498857,입증책임,Burden of proof
119,-0.4892331170981227,-0.5924266432560887,부다,Buddha
120,-1.2420897522083163,-1.4562935655580223,회유,Appeasement
121,0.033884636981715906,1.8727993278102661,스스로,myself
122,-1.5584289688670272,-0.8446381871640366,두둔,Defended
123,-2.241037335684311,-0.9802158598676936,거짓말쟁이,Liar
124,0.0338551581950878,-1.8201739107146864,박씨,Park
125,-2.023652914511664,-0.35752159976671966,절규,scream
126,-2.229450154650057,-0.2530001639369954,김학순,Gimhaksun
127,1.2172122613703453,-1.8146590735439339,친고죄,Antragsdelikt
128,-0.3208083968262951,-0.27235347640135177,방조,Assisted
129,1.0475763198241461,-1.6001489475567348,명예훼손죄,Libel
130,1.725477440651172,0.6200666467866701,꽃뱀,Kkotbaem
131,0.25099831945357043,4.333892167796391,목소리,voice
132,-0.3280533056111956,-0.42470901483819834,악용,Abuse
133,-1.3971965983719066,1.804431652069475,위로,up
134,-1.397279998647351,0.6878422004172089,소셜미디어,Social media
135,-0.12010212797825712,-1.726862728078272,피고,defendant
136,-0.44237221238854607,-0.9904274641423125,신원,Identity
137,1.3997754587407338,3.2060254079033257,고통,pain
138,-0.7818371429501711,0.6990618323489662,관행,Practices
139,1.1200624659043772,1.1571784814535653,체육,Athletic
140,-2.1403431840220626,-1.1320522915444438,탄원,plea
141,4.738305864778717,0.04388977604429395,성범죄,Sexual Offenses
142,-0.7371468717674496,-0.8042018526285946,범죄자,criminal
143,1.6016635670324475,0.7652769143843019,진실,truth
144,-1.3908638380351075,-0.6028361799771218,도리어,"Rather,"
145,5.028460379285285,-3.051863360653325,명예훼손,Defamation
146,3.3180407194479677,-0.03732023520382127,방지,Prevention
147,-2.35995890554722,-0.9879195250056638,예나,Jena
148,-1.8193655662687815,-1.1462930735263615,죄질,Joejil
149,-2.3507582243569702,-1.0218560516539168,뭉술,Mungsul
150,-1.6110251140706513,1.558693343614706,아픔,pain
151,-1.0111269329681871,3.93979640638364,위드유,With You
152,-1.0265197899671543,-0.814899123235153,조력,Aid
153,2.762498951044107,-0.40000274296922134,은폐,concealment
154,-0.9565616834266204,-0.06711496140772157,주저,hesitation
155,-2.2924332056455503,-0.9048621406024487,조현병,Schizophrenia
156,-1.9096830217288168,0.16515278823054752,용감,bravery
157,-2.4995897276060988,-0.9203430561479302,실비,Sylvie
158,-0.6193282286558708,-0.346340195838318,회피,evasion
159,-0.5025045199207031,-1.4973955408825235,맞고소,Counterclaim
160,0.8657382939533823,-1.7378447100582655,범행,crime
161,-0.8234903074543896,-0.8315543591044436,목격자,witness
162,0.21243050381935516,0.0809400633687991,방법,Way
163,-0.9505113357124281,-1.469381004781048,변론,discussion
164,0.14644722808762084,2.105288378508372,연극인,Yeongeukin
165,-1.2580902025777148,-0.14678689800403988,전문직,Profession
166,-0.2835301324486967,0.935996754276196,통념,Myths
167,-0.3059625027803956,0.7425255387483759,치유,cure
168,0.5622414385523988,-1.2708346605374494,명예,honor
169,-0.9430582382620588,-0.10376694387242645,묵인,connivance
170,-1.0657157360925242,-0.003400225801393375,자행,Sought
171,-1.4508363986400892,0.08931685153965738,뽑기,Drawings
172,0.5960477875846409,0.44553174745430857,노출,exposure
173,2.3562996840454558,6.161086147834987,용기,Vessel
174,1.4599337724505639,-1.6281936427365178,심리,trial
175,0.69755807840381,2.0406896327899497,공론,Speculation
176,1.7274612729465906,4.004794629285198,침묵,silence
