,PC1,PC2,kor,eng
68,-1.1238052576536917,0.9684955427563237,부고,Obituaries
69,-2.2381019595956553,-0.1505561152139723,측으,Cheukeu
70,1.807125009874302,-1.080094495643831,고백,confession
71,-2.164768064535436,-0.23113279581922933,스코틀랜드,The Granite City
72,1.4726509278661086,-1.7371423488349975,인식,recognition
73,-1.9766446210190143,-0.3027788542768847,무방비,Unprotected
74,0.27766284272796443,-1.23482006697891,본질,nature
75,1.6810138102946803,0.09293114729360549,행동,behavior
76,0.23225374653855402,1.8765277820254882,유포,spread
77,0.26254416884447135,1.4866471276174,무고,Innocent
78,-2.0891795834931495,0.010450390837115471,원심,Centrifugal
79,1.0353991534271605,-2.1398029254091884,공감,sympathy
80,-1.926445973236131,-0.44026939569796986,퇴색,Faded
81,-2.133644802970729,0.027563434258041815,투약,dosage
82,-1.847955473792888,-0.2162798310213761,여중,Girls' Middle School
83,3.0095620606638773,-2.227467534897573,권력,authority
84,1.2762756263780766,-0.737085326028514,우려,concern
85,1.900179660713199,3.224667827540731,인정,Recognition
86,-0.009872302029131037,-0.3280143229908764,침해,prejudice
87,-2.06299862357156,-0.12594928959512208,무수,myriad
88,-2.1622534289997435,-0.2618361619330907,수반,head
89,2.1289289707831234,-0.20952825420153642,보호,protect
90,-0.05500050823229636,-0.6478846899370946,감수성,sensibility
91,3.103523062016179,-4.396091538850832,확산,diffusion
92,-0.09877506673979104,1.5232317213587345,증인,witness
93,-1.901818034614307,0.21697533266964986,도주,getaway
94,-1.8983307735826767,0.12079180189205085,구이,Grill
95,-0.2352285728229957,1.241259089492884,근거,Evidence
96,0.36981609766791407,-0.8630204455914006,스쿨,School
97,-0.4072052189798748,1.3100581675622291,조씨,Cho
98,-2.141059658321516,-0.2487211365615781,코글린,Nose Glynn
99,-1.9232968851241834,-0.20576397806153723,학교장,Principals
100,0.4617593098046127,-0.10607036401856437,스스로,myself
101,1.8640635887930768,1.0528462520589796,행위,Act
102,0.22299852072056414,-0.24729831870579508,지속,continuing
103,-1.4547509644788805,0.5800309696498018,미수,attempt
104,-1.8503746960084728,-0.14017535269736398,상급자,Supervisor
105,0.08053619900176621,-0.6031137464608767,연한,light
106,0.8998442045374231,-0.4550925056075254,일부,part
107,-0.5571968924576298,0.8571736641679282,친고죄,Antragsdelikt
108,-1.3000508144692164,0.4677368513385875,송치,Songchi
109,-0.7748951136254987,0.23237283819021487,엄중,stringency
110,-1.9385459220772374,-0.04904473865146143,소멸시효,Statute of limitations
111,-0.7097089564325308,-0.09559597930674324,전형,type
112,1.3476496719369937,-3.129961435311087,목소리,voice
113,2.871168137994818,2.22667725058435,사건,Event
114,1.0161321174207671,-0.4724493592038659,소셜미디어,Social media
115,1.814460604784447,1.3492337519027817,동의,agree
116,-2.054712041365006,-0.06202082281434246,법정형,Beopjeonghyeong
117,-2.011620167942782,-0.21700995013648222,조력자,aid
118,1.904596033160483,0.11469556233809618,고통,pain
119,-1.9630388494415274,-0.3380841064958362,저명,eminence
120,-2.0406966233106485,-0.4230009052510471,도화선,train of powder
121,-1.322362804893269,0.42324703949594644,만료,expiration
122,1.3983291904560171,-1.219273758795277,체육,Athletic
123,4.738085189531896,0.11191873112623253,성범죄,Sexual Offenses
124,-2.1371484392592057,-0.10581411772120099,난항,Hiatus
125,-0.10246551293642436,0.8709901209876314,일관,Consistent
126,-2.0590919913786645,-0.20278048900535098,상응,correspondence
127,-2.269281192759898,-0.3260189104435854,성심,Sacred Heart
128,1.2561941808062165,1.3956947039241676,진실,truth
129,3.0626624275674423,1.4369411222615172,신고,Declaration
130,-2.249384075698434,-0.16039342120205136,드파르디외,Parque de dioe
131,-1.2087184591277402,0.5004083021347088,배상,Compensation
132,-0.1089215185368741,-1.1747319734902832,위드유,With You
133,-2.0950480649740255,-0.11751776663715124,형사재판,The criminal justice
134,-1.4855898097719875,-0.2675997243091836,신지,Shinji
135,2.625039854418661,4.6851515073782855,진술,declaration
136,-1.569114438215343,0.43527708702170054,맞고소,Counterclaim
137,0.8940685775289607,-1.6778192114899182,해시태그,Hashtags
138,-2.2000675726598544,-0.39363100478767155,불기,Blow
139,0.2341784909510053,1.4464476780422983,범행,crime
140,-1.0140431094773734,0.7409730579343456,성립,Established
141,-0.784763428079694,-0.7562962641552691,밀라노,Milan
142,-1.246168657863687,0.09873103535506378,목격자,witness
143,-2.150325624114031,-0.2913597263169276,관현악,Orchestral
144,1.890754225020572,-2.8613469259561075,성차별,Sexist
145,-0.2209156087582385,1.2989773109128993,정황,conditions
146,0.14990885540328508,-0.39144680022325606,학내,Campus
147,1.2624144086663112,1.9081288978158077,추가,Add
148,3.193147599327164,-1.4835040544589124,용기,Vessel
149,-1.7635792343687249,0.1250211133441071,강제추행죄,Forced chuhaengjoe
150,-0.3899115626461558,0.8936383383962784,형법,Criminal Law
151,1.7898798741366062,-0.271625679223107,사례,case
152,-2.130865397595592,-0.11413295647000207,처녀막,hymen
153,-0.019149494451434372,-0.436460575974505,공론,Speculation
154,0.9302633765177413,-1.3052062000515752,침묵,silence
